Customer_ID,Age,Account_Balance,Monthly_Spending,Investment_Portfolio_Value,Risk_Score,Sector_Exposure,High_Value_Transactions,Loan_Amount,Credit_Score,Investment_Return_Rate,Predicted_Risk,Suggested_Product,Preferred_Sector,Investment_Horizon,Global_Event_Impact,Engagement_Score,Profitability_Score
CUST6747,35,46990.98,743.52,73434.64,High,"Materials, Finance",3,2256.1,586,6.75,Medium,Credit Card,Energy,Medium-Term,Moderate,78,High
CUST5163,46,48284.67,750.22,20265.1,High,"Utilities, Technology, Consumer Goods",4,17396.04,771,7.84,High,Mortgage,Energy,Long-Term,Moderate,96,Medium
CUST6572,31,23093.93,6325.08,88241.59,Low,"Materials, Real Estate",1,9934.99,751,8.01,Medium,Personal Loan,Utilities,Short-Term,Moderate,60,Low
CUST2810,41,29858.72,9966.02,78221.24,Low,"Industrials, Finance, Energy",4,17371.75,662,7.14,High,Savings Account,Energy,Short-Term,High,62,High
CUST4463,37,13918.24,5670.64,53431.77,Low,"Industrials, Real Estate",3,4592.11,594,6.42,Low,Personal Loan,Materials,Long-Term,High,64,High
CUST4632,61,49391.0,3327.12,26507.52,High,"Energy, Technology",9,9150.7,499,7.56,Low,Mortgage,Energy,Short-Term,Low,76,Low
CUST2691,37,32389.98,1393.15,12986.66,Medium,"Technology, Industrials",2,24402.69,441,3.46,Medium,Personal Loan,Industrials,Short-Term,Moderate,99,Low
CUST8270,43,13011.25,9577.37,65193.49,Medium,Technology,4,18434.45,331,2.58,Medium,Investment Account,Energy,Medium-Term,Moderate,53,High
CUST7790,31,30227.28,6068.6,46870.38,High,Real Estate,3,24304.41,582,9.04,Low,Mortgage,Real Estate,Medium-Term,Low,50,Low
CUST8867,62,5686.76,8219.18,29742.83,High,"Finance, Utilities",10,20016.5,386,6.37,Medium,Pension Fund,Healthcare,Medium-Term,Moderate,73,Low
CUST1279,59,17987.76,2723.41,2072.37,Medium,"Technology, Finance, Industrials",0,9875.73,815,9.47,High,Savings Account,Utilities,Medium-Term,Moderate,68,Low
CUST3704,57,17267.25,5630.12,55325.24,High,"Utilities, Real Estate, Energy",7,29215.54,720,3.24,High,Retirement Plan,Consumer Goods,Short-Term,High,67,High
CUST5201,53,35167.7,5536.57,98200.76,Medium,"Materials, Healthcare",7,17268.65,371,3.14,High,Retirement Plan,Healthcare,Medium-Term,Moderate,85,Medium
CUST7461,46,7779.53,7764.92,54377.52,Low,"Healthcare, Technology",4,22760.56,707,9.05,Low,Pension Fund,Energy,Short-Term,High,99,High
CUST9909,50,6625.08,5420.95,37267.07,Medium,"Real Estate, Industrials, Consumer Goods",10,23496.94,367,1.74,High,Savings Account,Utilities,Short-Term,Low,77,Low
CUST9515,32,36835.18,1978.66,85477.07,Low,Energy,1,9123.24,640,5.4,Low,Mortgage,Healthcare,Short-Term,Moderate,78,Medium
CUST6717,54,25838.71,5741.37,85309.56,High,"Healthcare, Technology",2,28240.55,346,6.77,High,Mortgage,Industrials,Medium-Term,Moderate,91,Low
CUST5079,41,5039.38,3569.3,45175.43,High,"Finance, Real Estate, Energy",0,3859.08,427,7.64,High,Savings Account,Consumer Goods,Medium-Term,Low,51,Medium
CUST1909,22,40218.95,5468.74,28761.88,Medium,"Real Estate, Technology, Materials",8,23490.19,645,2.55,Medium,Wealth Management,Healthcare,Long-Term,Low,90,Low
CUST7987,59,8428.97,3765.75,11736.04,High,"Energy, Materials",8,5945.96,396,9.03,Medium,Savings Account,Energy,Medium-Term,High,57,Medium
CUST3003,55,16159.98,8580.42,13339.73,Low,"Materials, Healthcare, Technology",8,20872.17,478,7.44,Low,Retirement Plan,Real Estate,Long-Term,Moderate,89,High
CUST8742,37,22483.08,4550.52,86404.34,High,"Real Estate, Industrials, Healthcare",5,9164.54,632,5.75,Low,Wealth Management,Consumer Goods,Medium-Term,Low,79,High
CUST6852,31,19089.69,3856.34,54584.49,Medium,"Finance, Real Estate, Technology",9,11220.74,676,7.17,High,Retirement Plan,Materials,Medium-Term,Moderate,89,High
CUST1576,45,18688.68,8375.35,31838.1,Low,"Finance, Technology",6,1102.51,842,4.84,Medium,Credit Card,Technology,Long-Term,High,78,Medium
CUST4311,55,38396.94,8756.84,62905.19,Low,"Finance, Materials",5,21422.32,395,9.13,High,Mortgage,Utilities,Medium-Term,High,68,Low
CUST2290,69,13234.62,9738.75,58813.08,Low,"Materials, Healthcare, Consumer Goods",8,6044.52,333,1.9,High,Savings Account,Energy,Short-Term,High,71,High
CUST9518,19,48466.47,6908.04,71760.49,Medium,Materials,8,26663.54,651,9.0,Low,Retirement Plan,Industrials,Short-Term,High,90,Low
CUST3140,69,32558.87,1394.0,13582.87,Low,"Healthcare, Industrials",1,849.37,643,5.3,Low,Wealth Management,Consumer Goods,Medium-Term,High,68,Medium
CUST7964,22,33770.39,8110.29,26261.74,High,"Finance, Utilities, Materials",9,29758.86,460,5.5,Medium,Investment Account,Materials,Short-Term,Low,91,High
CUST9829,26,27587.61,1352.98,21444.45,High,Finance,7,3615.89,467,5.88,High,Savings Account,Industrials,Short-Term,Moderate,95,Medium
CUST2895,49,47742.46,4128.03,61488.24,Medium,Industrials,2,28620.36,520,4.31,Medium,Mortgage,Utilities,Medium-Term,Low,82,High
CUST6694,44,21640.79,7413.16,92616.0,Medium,"Industrials, Materials, Utilities",0,19651.5,689,3.04,Low,Wealth Management,Consumer Goods,Short-Term,Low,61,Medium
CUST7025,34,16132.4,9980.34,7692.24,Medium,"Industrials, Finance, Consumer Goods",5,26905.11,731,1.58,High,Pension Fund,Utilities,Medium-Term,High,90,High
CUST1036,35,15883.38,3243.05,76009.91,Low,"Industrials, Finance",1,16821.42,376,4.48,High,Mortgage,Technology,Medium-Term,Moderate,63,Medium
CUST1579,44,7335.15,7929.07,31097.95,Low,"Materials, Real Estate, Finance",3,27365.64,678,9.24,Low,Investment Account,Healthcare,Medium-Term,Moderate,75,Medium
CUST8916,53,24193.92,6791.27,48836.53,Medium,"Industrials, Utilities, Technology",7,12780.74,835,10.0,Low,Investment Account,Materials,Medium-Term,Moderate,83,High
CUST8120,44,39962.55,2450.78,52230.74,High,Industrials,1,5559.1,339,6.0,Low,Retirement Plan,Materials,Long-Term,Moderate,91,Low
CUST7188,58,37500.39,6813.14,21644.02,Medium,Utilities,2,5371.99,373,0.24,Low,Retirement Plan,Industrials,Long-Term,Moderate,79,Medium
CUST2598,60,5946.59,1012.2,39126.7,Medium,Technology,3,11115.89,435,4.54,High,Personal Loan,Real Estate,Short-Term,High,94,Low
CUST2296,51,42367.75,3442.03,85247.49,High,Utilities,4,12466.18,784,4.26,Medium,Credit Card,Real Estate,Medium-Term,Moderate,62,Low
CUST6581,58,42201.54,6872.14,48798.43,Low,Energy,6,12623.46,779,2.07,Low,Retirement Plan,Energy,Medium-Term,High,97,Medium
CUST5320,21,6282.28,1418.44,5805.74,High,"Utilities, Industrials",1,18722.07,429,4.19,Medium,Pension Fund,Industrials,Medium-Term,High,50,High
CUST1430,51,18990.56,8380.46,65220.22,High,"Industrials, Energy",6,22407.93,617,2.99,Low,Savings Account,Healthcare,Short-Term,Low,52,Low
CUST4231,24,19079.1,3595.03,90432.31,High,Consumer Goods,3,19597.49,583,7.6,Low,Credit Card,Utilities,Long-Term,Low,73,Low
CUST8315,64,34469.0,5040.18,32359.3,Low,"Utilities, Materials",5,26682.12,802,1.38,High,Mortgage,Technology,Medium-Term,High,75,Low
CUST8514,20,23078.07,1487.58,78006.42,Medium,"Industrials, Materials, Utilities",5,110.2,351,4.46,High,Savings Account,Consumer Goods,Short-Term,Moderate,74,Medium
CUST4439,53,23862.79,7009.82,63865.09,High,"Finance, Energy, Consumer Goods",1,14630.53,753,8.08,Low,Wealth Management,Healthcare,Long-Term,High,51,High
CUST9842,29,19483.16,7340.77,61284.23,High,Finance,0,2203.57,553,2.46,High,Pension Fund,Materials,Medium-Term,Moderate,54,Medium
CUST1016,60,37776.37,4437.76,98210.96,Low,Healthcare,7,672.24,632,9.71,High,Retirement Plan,Energy,Medium-Term,High,88,Low
CUST4341,27,32127.23,3779.52,26840.82,High,Real Estate,2,8227.11,339,5.92,Medium,Retirement Plan,Healthcare,Long-Term,Low,53,Medium
CUST7852,58,40792.72,4923.67,54698.06,Low,"Utilities, Consumer Goods, Real Estate",6,2609.26,704,9.4,Low,Retirement Plan,Energy,Long-Term,Low,83,High
CUST6468,26,29713.92,4838.38,19265.84,Medium,"Industrials, Consumer Goods, Utilities",1,24111.63,469,6.04,Medium,Wealth Management,Healthcare,Medium-Term,Moderate,70,Medium
CUST3956,19,45851.72,3961.84,35564.72,High,"Industrials, Technology, Finance",5,11026.84,813,6.98,High,Mortgage,Technology,Medium-Term,Low,83,Low
CUST2764,65,12009.91,9010.21,73981.62,High,"Real Estate, Energy, Materials",8,3191.52,486,7.47,High,Mortgage,Healthcare,Long-Term,Low,79,Medium
CUST8858,58,19603.61,5462.45,48889.85,Low,"Real Estate, Industrials, Utilities",9,25879.7,701,1.04,Low,Savings Account,Materials,Long-Term,Low,62,Low
CUST6482,30,2276.46,8464.47,62094.41,Low,Real Estate,9,24784.49,417,3.77,Medium,Wealth Management,Healthcare,Long-Term,Low,60,Low
CUST7691,44,33223.63,1124.67,79756.84,High,Finance,3,1966.68,379,1.71,Medium,Savings Account,Utilities,Medium-Term,Moderate,91,Medium
CUST4574,63,39302.31,7492.57,34825.41,High,"Real Estate, Technology, Finance",3,10285.97,848,9.38,High,Retirement Plan,Utilities,Short-Term,Low,64,High
CUST4494,36,9715.82,910.9,56544.94,Medium,"Healthcare, Utilities, Technology",0,10070.92,765,7.56,Low,Personal Loan,Consumer Goods,Long-Term,Low,65,High
CUST8212,46,41255.55,7517.11,56402.84,Low,"Industrials, Energy",6,17225.34,552,9.03,Low,Investment Account,Healthcare,Short-Term,Low,60,Low
CUST9090,69,28469.84,9939.99,2683.48,High,"Industrials, Technology, Materials",8,28878.14,827,9.9,High,Pension Fund,Healthcare,Medium-Term,High,57,High
CUST4674,43,42993.26,8902.89,43959.84,Low,Real Estate,2,10961.07,556,1.75,High,Personal Loan,Healthcare,Short-Term,Low,55,Medium
CUST9707,24,25387.37,5765.51,55476.95,Low,Energy,3,8486.0,614,8.55,Medium,Wealth Management,Utilities,Short-Term,High,61,High
CUST6440,19,28482.91,1639.76,32439.66,Medium,"Materials, Healthcare, Finance",1,12881.2,478,1.71,Medium,Pension Fund,Utilities,Long-Term,High,60,Medium
CUST4365,66,48136.99,3962.91,71238.74,Low,Materials,2,27496.53,439,4.18,Low,Personal Loan,Technology,Long-Term,High,97,High
CUST2474,45,25536.14,6715.85,44221.81,Low,"Industrials, Technology, Finance",10,1888.24,763,7.71,High,Savings Account,Finance,Medium-Term,Low,74,High
CUST8825,65,13864.86,5476.01,20388.52,Low,"Technology, Industrials",2,26402.85,806,4.62,High,Retirement Plan,Utilities,Medium-Term,High,64,Medium
CUST3888,53,32118.54,7906.56,67381.51,High,"Utilities, Materials",1,28379.95,713,3.59,Medium,Credit Card,Finance,Short-Term,Moderate,58,High
CUST1938,65,14644.09,8705.59,52713.45,High,"Utilities, Consumer Goods",0,1340.09,525,1.53,High,Credit Card,Utilities,Long-Term,Low,86,Low
CUST5298,31,38539.17,9402.33,66682.56,Low,"Healthcare, Materials, Utilities",2,189.36,711,6.43,High,Investment Account,Consumer Goods,Medium-Term,Moderate,87,Medium
CUST5857,63,30185.48,6878.0,81981.65,Medium,Industrials,7,28815.64,681,1.78,High,Mortgage,Consumer Goods,Short-Term,High,67,High
CUST1087,51,10177.8,4922.48,83719.74,Low,Finance,6,27824.72,458,3.4,Low,Credit Card,Materials,Long-Term,Moderate,96,Low
CUST2052,26,11339.3,9058.98,89569.12,High,"Finance, Consumer Goods",7,21837.6,471,0.84,Medium,Wealth Management,Energy,Short-Term,High,53,High
CUST3114,70,3171.71,4657.79,48774.58,Medium,"Industrials, Materials, Finance",2,23868.28,583,5.14,Medium,Savings Account,Materials,Short-Term,High,61,High
CUST8471,60,25348.59,5151.34,47525.25,Medium,Technology,10,1439.51,455,7.64,Low,Personal Loan,Energy,Long-Term,Low,60,Low
CUST5773,52,32475.12,8204.59,66172.52,High,Finance,3,17620.56,621,0.04,Medium,Wealth Management,Real Estate,Short-Term,High,55,High
CUST8811,56,25765.34,4971.36,63402.17,Low,Real Estate,5,7749.1,665,7.08,Low,Retirement Plan,Industrials,Long-Term,High,58,Low
CUST5414,44,34627.19,6999.22,52432.37,Low,"Real Estate, Industrials",9,17343.42,751,2.18,High,Personal Loan,Healthcare,Medium-Term,Moderate,88,Low
CUST9614,55,46749.7,1818.84,25622.65,High,Materials,9,17435.49,397,3.73,Medium,Pension Fund,Finance,Short-Term,Moderate,77,Low
CUST5593,54,39274.46,6185.19,58676.89,Low,"Consumer Goods, Industrials, Healthcare",9,9807.46,327,7.01,High,Wealth Management,Finance,Long-Term,Moderate,79,Low
CUST2253,65,26010.75,7545.3,94663.22,Low,"Industrials, Finance, Utilities",7,24532.74,549,9.6,High,Pension Fund,Energy,Long-Term,Moderate,63,High
CUST3822,65,42921.35,6412.3,12414.71,Low,"Finance, Real Estate",6,27870.44,691,3.54,Low,Personal Loan,Energy,Long-Term,Low,59,Low
CUST8046,29,11666.84,552.96,8195.79,High,"Industrials, Finance, Materials",5,7917.01,661,6.98,Low,Pension Fund,Utilities,Long-Term,High,74,Low
CUST8385,22,42129.25,6847.97,36085.85,Medium,"Finance, Materials, Technology",10,3666.15,763,3.27,High,Savings Account,Finance,Medium-Term,Low,85,Medium
CUST2013,46,13947.99,1471.68,86509.97,Low,Healthcare,9,12992.43,403,3.6,Medium,Personal Loan,Materials,Long-Term,Low,77,Low
CUST7367,61,37717.9,3641.29,82883.33,High,"Finance, Materials",10,20147.18,841,8.92,High,Pension Fund,Technology,Long-Term,Moderate,64,Medium
CUST5723,37,22165.72,2633.88,40248.87,Low,"Finance, Energy",6,23752.15,475,3.99,High,Personal Loan,Technology,Medium-Term,High,92,Medium
CUST2697,31,31963.62,867.65,87671.16,Low,Technology,10,13692.91,800,8.43,Low,Investment Account,Real Estate,Medium-Term,High,90,Low
CUST8669,63,10783.67,1538.1,86461.99,Medium,Technology,3,2181.13,641,7.99,High,Retirement Plan,Consumer Goods,Short-Term,Low,83,Medium
CUST4628,61,36517.37,5448.98,18460.93,Medium,"Energy, Finance, Technology",6,11209.62,779,7.76,Low,Personal Loan,Real Estate,Long-Term,Low,78,Low
CUST9882,53,11519.89,9155.14,52506.78,High,"Energy, Materials",4,13801.57,638,8.93,Medium,Pension Fund,Energy,Short-Term,High,55,Medium
CUST5523,28,38280.95,4818.63,27745.19,High,"Utilities, Healthcare, Energy",0,20453.57,594,4.66,Low,Credit Card,Utilities,Long-Term,Low,62,High
CUST7282,32,16440.63,3636.06,69999.26,Low,Industrials,3,12759.99,506,8.4,Medium,Pension Fund,Healthcare,Short-Term,High,60,Medium
CUST6026,43,13050.51,4010.52,62042.36,High,Real Estate,5,28718.14,318,7.65,Medium,Pension Fund,Real Estate,Long-Term,Moderate,90,High
CUST9391,26,35274.62,7160.33,26217.97,Medium,"Technology, Utilities, Real Estate",6,4410.48,578,2.99,High,Mortgage,Finance,Medium-Term,High,98,Medium
CUST4822,28,30814.24,9631.64,15657.29,High,"Utilities, Healthcare, Consumer Goods",6,23966.14,846,1.49,High,Wealth Management,Materials,Short-Term,High,60,High
CUST7097,45,11764.34,8802.31,80576.15,Low,Utilities,1,13623.66,635,0.49,High,Credit Card,Consumer Goods,Short-Term,High,58,Medium
CUST3083,67,15465.56,8958.63,17544.86,High,Consumer Goods,7,14444.67,847,6.67,Low,Savings Account,Healthcare,Long-Term,Low,57,Medium
CUST8788,55,45226.11,1143.78,79521.7,Low,"Energy, Utilities",7,15481.33,663,9.24,Low,Mortgage,Healthcare,Long-Term,Low,95,Low
CUST2758,20,23141.28,4523.73,90261.6,Medium,"Energy, Consumer Goods, Industrials",6,13228.8,616,1.83,Medium,Retirement Plan,Real Estate,Medium-Term,Moderate,91,Low
CUST2058,42,19308.84,4908.7,28399.53,Medium,"Healthcare, Consumer Goods, Real Estate",1,17260.33,662,7.01,High,Pension Fund,Industrials,Short-Term,High,76,Medium
CUST1673,60,29142.52,8725.89,30803.97,Medium,"Consumer Goods, Technology",0,25655.25,752,9.01,High,Personal Loan,Energy,Medium-Term,High,63,High
CUST8368,18,29187.64,5497.99,67846.13,Medium,"Real Estate, Technology, Utilities",3,28788.22,326,7.52,Medium,Wealth Management,Consumer Goods,Long-Term,Moderate,78,Low
CUST3682,36,34555.14,1225.09,20744.91,High,"Finance, Healthcare, Materials",7,10567.61,571,6.24,High,Pension Fund,Utilities,Short-Term,Low,62,High
CUST4923,52,26945.12,7823.03,69931.48,Medium,Finance,9,11066.95,808,8.89,High,Retirement Plan,Utilities,Long-Term,High,62,High
CUST7904,52,18762.75,6889.3,63995.86,High,"Energy, Finance, Materials",1,24290.93,384,5.58,Medium,Mortgage,Utilities,Long-Term,High,70,Low
CUST4755,24,49498.74,2346.81,59806.25,Medium,"Energy, Real Estate",5,11097.81,752,5.42,Low,Personal Loan,Industrials,Short-Term,Low,98,High
CUST4499,19,37446.8,3715.6,55492.41,Low,"Energy, Technology",0,4654.1,419,2.19,Low,Savings Account,Finance,Long-Term,Moderate,99,High
CUST2780,38,44353.77,8943.76,15131.59,Medium,"Healthcare, Industrials, Utilities",9,8381.89,384,3.33,Medium,Wealth Management,Consumer Goods,Medium-Term,Low,61,Medium
CUST7305,63,30103.94,1022.02,10472.94,Medium,Healthcare,4,6619.84,460,1.04,Medium,Mortgage,Materials,Long-Term,Moderate,73,Medium
CUST2284,59,2104.37,5020.51,99524.8,Low,"Healthcare, Utilities, Finance",3,10595.96,753,7.81,High,Wealth Management,Finance,Medium-Term,Moderate,57,Low
CUST2293,69,15142.73,5844.31,50079.82,Low,"Materials, Healthcare, Industrials",6,29582.08,648,6.71,Low,Personal Loan,Utilities,Long-Term,High,73,Medium
CUST4511,57,4975.45,5984.06,4197.98,High,"Energy, Finance, Real Estate",0,12116.75,510,4.94,High,Mortgage,Utilities,Short-Term,Low,88,High
CUST9590,56,11557.33,8652.17,8637.23,Medium,Utilities,2,23059.37,662,6.02,Medium,Savings Account,Finance,Medium-Term,Moderate,58,High
CUST8440,27,29482.0,7916.41,44481.46,Medium,"Industrials, Materials, Utilities",1,17793.36,472,9.14,High,Pension Fund,Healthcare,Long-Term,Moderate,52,Medium
CUST8165,67,44159.9,1775.25,40518.11,High,"Healthcare, Materials, Industrials",9,4521.98,440,5.45,High,Personal Loan,Utilities,Short-Term,High,76,Medium
CUST5499,34,24866.35,9206.02,72010.64,Low,Healthcare,3,17048.11,497,9.78,High,Investment Account,Finance,Medium-Term,Moderate,98,Medium
CUST3456,20,31610.03,3079.0,89421.5,High,"Materials, Healthcare, Real Estate",9,12456.3,595,0.68,Low,Credit Card,Healthcare,Long-Term,High,66,Low
CUST4922,43,18337.41,8921.13,22085.26,Medium,"Industrials, Healthcare",5,8591.27,809,6.05,High,Personal Loan,Materials,Short-Term,Moderate,80,Low
CUST8281,21,37809.92,5774.52,78358.28,Low,"Finance, Materials",8,5147.79,455,8.96,Medium,Personal Loan,Finance,Medium-Term,High,58,High
CUST4890,51,24514.01,7064.1,4656.99,Medium,"Healthcare, Technology, Finance",4,2058.35,600,4.21,Low,Investment Account,Real Estate,Short-Term,Moderate,53,Medium
CUST5617,18,16398.59,9935.38,12247.51,High,"Materials, Energy",2,11369.82,483,6.08,High,Wealth Management,Industrials,Long-Term,Moderate,58,Medium
CUST4469,55,2586.25,9608.41,28060.55,High,"Materials, Consumer Goods",6,24335.31,394,2.72,High,Savings Account,Real Estate,Medium-Term,High,50,Medium
CUST7580,30,18926.84,7950.0,86665.91,Medium,"Industrials, Real Estate",5,12172.76,734,0.38,Low,Mortgage,Technology,Short-Term,Low,72,High
CUST2034,62,42396.49,8232.5,97723.09,Low,"Materials, Real Estate, Energy",8,8078.61,745,8.63,Medium,Credit Card,Finance,Short-Term,High,68,Low
CUST8609,56,18039.91,3884.86,56280.8,Low,Energy,4,2242.63,690,3.28,Low,Pension Fund,Energy,Long-Term,Low,78,High
CUST4618,24,14411.59,7763.94,48412.14,Low,"Consumer Goods, Energy, Technology",5,1189.72,842,7.75,Low,Mortgage,Real Estate,Medium-Term,Moderate,57,Medium
CUST3566,34,46502.45,1017.07,91090.15,Low,"Energy, Real Estate, Finance",1,7008.46,532,2.91,Low,Wealth Management,Materials,Medium-Term,Moderate,54,High
CUST7966,48,13665.86,983.46,9865.14,Low,"Finance, Healthcare, Energy",1,4515.16,616,5.03,High,Mortgage,Industrials,Long-Term,Moderate,62,Low
CUST4714,22,5632.4,569.97,79227.23,Low,"Consumer Goods, Utilities",6,26547.57,574,3.61,Low,Credit Card,Finance,Medium-Term,High,99,Low
CUST6858,64,34238.83,3650.44,54773.3,High,"Technology, Consumer Goods",9,12680.74,727,4.76,Medium,Savings Account,Industrials,Long-Term,Low,69,Medium
CUST7063,32,10080.05,6120.34,95091.96,Low,Finance,2,4321.18,721,4.84,Medium,Savings Account,Technology,Short-Term,Low,86,Medium
CUST9842,24,30900.38,5635.34,41330.92,High,"Industrials, Real Estate",8,22902.11,627,0.9,Medium,Mortgage,Healthcare,Medium-Term,High,66,Medium
CUST9726,26,19176.02,2995.59,41040.37,Low,"Consumer Goods, Technology, Finance",8,26770.16,581,2.31,High,Wealth Management,Energy,Short-Term,High,55,Medium
CUST5047,59,5631.93,6190.76,68718.17,Low,"Energy, Healthcare, Consumer Goods",2,19497.16,825,3.55,Medium,Credit Card,Industrials,Long-Term,High,74,High
CUST1438,70,39624.0,4002.33,9833.65,Low,Healthcare,7,18611.61,627,8.41,Low,Retirement Plan,Technology,Short-Term,Moderate,62,High
CUST9703,20,1004.7,5551.31,43054.47,Low,"Real Estate, Finance",2,29071.13,447,1.87,High,Credit Card,Utilities,Medium-Term,High,96,Medium
CUST9842,57,21195.47,6656.38,74186.28,Low,"Materials, Industrials, Utilities",3,4401.62,346,6.01,High,Pension Fund,Materials,Medium-Term,Low,66,Low
CUST2970,42,16630.66,9851.54,58695.56,High,"Industrials, Utilities, Technology",0,20166.21,773,6.85,Medium,Credit Card,Utilities,Long-Term,High,56,Medium
CUST5170,50,9091.43,6114.96,18668.85,Low,"Energy, Materials, Healthcare",7,17479.15,603,9.99,Low,Wealth Management,Real Estate,Short-Term,Low,68,High
CUST5289,62,29087.73,5166.71,54601.44,Low,"Healthcare, Finance",9,27097.68,395,7.78,High,Retirement Plan,Energy,Medium-Term,Moderate,88,Medium
CUST7661,22,31359.66,6863.47,13998.5,Medium,Consumer Goods,10,16110.82,832,4.38,High,Wealth Management,Technology,Short-Term,Low,69,Medium
CUST7079,41,28036.54,3635.8,94673.56,High,"Finance, Industrials, Technology",9,2086.95,569,9.58,Medium,Credit Card,Utilities,Long-Term,High,51,Medium
CUST5196,31,22218.01,6312.21,42059.94,Medium,"Finance, Real Estate, Energy",3,9503.98,699,8.85,Medium,Mortgage,Real Estate,Short-Term,High,59,Low
CUST6117,66,9604.63,2555.46,7105.4,High,"Utilities, Materials",7,19969.63,837,8.0,High,Personal Loan,Finance,Medium-Term,Low,96,High
CUST4257,24,1914.97,1639.36,63864.97,High,"Materials, Finance",9,901.98,479,4.57,Low,Credit Card,Real Estate,Short-Term,Moderate,75,Medium
CUST5888,46,45721.77,9301.96,90247.5,Low,"Consumer Goods, Real Estate, Energy",1,3717.12,577,2.62,Low,Credit Card,Utilities,Long-Term,Moderate,85,Low
CUST9164,36,37958.01,4352.94,39972.27,Low,"Consumer Goods, Healthcare",10,2143.66,503,3.48,High,Retirement Plan,Utilities,Medium-Term,High,63,High
CUST7937,67,23687.32,1789.94,32255.54,High,Energy,2,23573.09,811,1.8,Medium,Investment Account,Utilities,Long-Term,Low,60,Low
CUST5981,26,32593.58,2287.88,74525.82,High,Real Estate,0,11949.44,764,4.28,Low,Mortgage,Healthcare,Short-Term,Low,69,High
CUST2355,27,33359.29,2692.6,49555.65,High,Utilities,3,15184.1,568,8.22,Low,Savings Account,Finance,Short-Term,Moderate,90,Low
CUST3825,28,35497.27,7585.74,68845.32,Low,"Real Estate, Utilities",4,10940.57,460,6.6,Medium,Mortgage,Utilities,Long-Term,Moderate,80,Low
CUST6696,69,40963.71,9816.83,82122.12,Medium,"Consumer Goods, Finance, Utilities",10,29461.78,847,2.55,Medium,Mortgage,Real Estate,Short-Term,Moderate,95,Low
CUST5044,60,31238.74,9454.08,40059.27,Medium,"Industrials, Real Estate",4,7163.18,825,3.16,High,Credit Card,Materials,Short-Term,Low,97,High
CUST7346,30,18593.8,5325.4,84359.3,Low,Consumer Goods,4,9638.84,489,5.86,Medium,Wealth Management,Healthcare,Medium-Term,Moderate,74,Low
CUST3705,24,43248.57,1121.74,65971.87,Medium,Consumer Goods,10,13160.43,376,6.7,High,Savings Account,Finance,Medium-Term,Low,60,Low
CUST3345,53,9508.17,4198.15,71904.2,Low,"Energy, Healthcare, Consumer Goods",2,926.6,325,0.09,Low,Investment Account,Utilities,Short-Term,Low,59,Medium
CUST3518,22,6669.4,4120.62,99358.9,Low,"Consumer Goods, Technology",6,21307.36,303,1.26,Low,Wealth Management,Energy,Medium-Term,Moderate,64,Medium
CUST9731,66,6809.06,1359.6,97298.29,Low,"Industrials, Consumer Goods",4,15842.95,747,9.94,Low,Pension Fund,Materials,Long-Term,Moderate,67,Low
CUST3898,48,10510.16,5708.22,12722.97,High,Healthcare,0,9378.14,720,3.84,Medium,Investment Account,Energy,Long-Term,Moderate,52,High
CUST7742,48,40807.35,9034.57,80217.41,Medium,"Finance, Consumer Goods, Technology",5,400.07,591,2.82,Low,Mortgage,Finance,Short-Term,Moderate,51,High
CUST8289,38,28363.87,7744.33,86225.07,Low,"Healthcare, Consumer Goods, Utilities",10,27969.91,530,2.26,High,Pension Fund,Materials,Long-Term,Moderate,52,Medium
CUST4301,47,44961.54,9791.93,21078.62,Medium,"Real Estate, Healthcare",2,26427.15,382,9.79,High,Credit Card,Consumer Goods,Short-Term,Low,95,Medium
CUST8800,51,8330.77,8638.63,31722.58,High,Technology,6,2396.08,670,5.69,Medium,Pension Fund,Real Estate,Medium-Term,High,55,High
CUST3292,25,7600.29,5677.41,35460.16,Medium,"Technology, Materials, Consumer Goods",7,17615.19,622,0.0,Low,Pension Fund,Consumer Goods,Short-Term,High,79,High
CUST5287,50,12174.85,1129.78,87015.07,Low,"Real Estate, Consumer Goods, Utilities",5,16250.49,409,3.78,Medium,Investment Account,Technology,Medium-Term,Moderate,76,High
CUST9197,30,6914.57,9136.93,32407.63,Low,Materials,9,6333.13,684,9.58,Medium,Savings Account,Energy,Medium-Term,Moderate,67,Low
CUST1710,49,43667.65,5905.28,41938.4,High,Materials,9,22350.33,812,0.67,Medium,Wealth Management,Industrials,Long-Term,High,96,Medium
CUST7766,20,3761.28,4415.14,72647.9,High,Technology,4,13621.06,375,2.71,Medium,Retirement Plan,Materials,Medium-Term,High,70,High
CUST9998,62,20318.66,8227.69,77496.97,High,"Materials, Consumer Goods",8,6928.26,815,0.84,High,Savings Account,Industrials,Short-Term,High,52,Medium
CUST5668,51,5932.09,6647.02,59060.91,High,"Utilities, Technology",2,25506.88,711,6.15,High,Retirement Plan,Technology,Long-Term,Low,65,Medium
CUST8242,21,37411.64,8520.76,80764.77,Low,"Energy, Finance, Technology",9,25935.37,668,6.68,High,Savings Account,Industrials,Long-Term,Moderate,81,Low
CUST3306,53,32035.15,6392.21,10823.15,Low,"Industrials, Healthcare",7,11276.45,562,2.93,Low,Personal Loan,Industrials,Long-Term,Low,87,High
CUST1734,63,21142.09,5677.71,80335.0,High,Consumer Goods,7,12066.02,397,8.55,High,Investment Account,Healthcare,Long-Term,Low,77,High
